backend,clean_reference,duration_seconds,input_file,input_sample_rate,input_si_sdr_db,input_snr_db,model,model_path,model_sample_rate,model_size_bytes,output_file,output_si_sdr_db,output_snr_db,pesq,processing_seconds,real_time_factor,si_sdr_improvement_db,snr_improvement_db,stoi
pytorch,test_voices\clean.wav,16.128,test_voices\dirty_construction_0dB.wav,16000,0.001964176740407481,-3.819421487430862e-06,DeepFilterNet3,C:\Users\srish\AppData\Local\DeepFilterNet\DeepFilterNet\Cache\DeepFilterNet3,48000,8718308,results\gtcrn_0dB\DeepFilterNet3-filtered.wav,10.119649109921118,9.950498063177655,1.3280689716339111,5.67631129999063,0.35195382564426025,10.11768493318071,9.950501882599141,0.673991894602679
pytorch,test_voices\clean.wav,16.128,test_voices\dirty_construction_0dB.wav,16000,0.001964176740407481,-3.819421487430862e-06,GTCRN,C:\Users\srish\Downloads\gtcrn-main\gtcrn-main\checkpoints\model_trained_on_dns3.tar,16000,579819,results\gtcrn_0dB\GTCRN-filtered.wav,13.286456862739335,13.18184038163497,1.5695521831512451,1.0756810999882873,0.06669649677506742,13.284492685998927,13.181844201056457,0.6646374558267097
