backend,clean_reference,duration_seconds,input_file,input_sample_rate,input_si_sdr_db,input_snr_db,model,model_path,model_sample_rate,model_size_bytes,output_file,output_si_sdr_db,output_snr_db,pesq,processing_seconds,real_time_factor,si_sdr_improvement_db,snr_improvement_db,stoi
pytorch,test_voices\clean.wav,16.128,test_voices\dirty_construction_-5dB.wav,16000,-4.9965305142209875,-5.000009932420474,DeepFilterNet3,C:\Users\srish\AppData\Local\DeepFilterNet\DeepFilterNet\Cache\DeepFilterNet3,48000,8718308,results\gtcrn_-5dB\DeepFilterNet3-filtered.wav,8.982211752432553,8.885895582709328,1.2445651292800903,1.9774122000089847,0.1226074032743666,13.97874226665354,13.885905515129801,0.6455713971057202
pytorch,test_voices\clean.wav,16.128,test_voices\dirty_construction_-5dB.wav,16000,-4.9965305142209875,-5.000009932420474,GTCRN,C:\Users\srish\Downloads\gtcrn-main\gtcrn-main\checkpoints\model_trained_on_dns3.tar,16000,579819,results\gtcrn_-5dB\GTCRN-filtered.wav,11.797129639734521,11.759452050806068,1.4551228284835815,0.9107564000005368,0.0564705109127317,16.793660153955507,16.759461983226544,0.6298817320620481
