backend,clean_reference,duration_seconds,input_file,input_sample_rate,input_si_sdr_db,input_snr_db,model,model_path,model_sample_rate,model_size_bytes,output_file,output_si_sdr_db,output_snr_db,pesq,processing_seconds,real_time_factor,si_sdr_improvement_db,snr_improvement_db,stoi
pytorch,test_voices\clean.wav,16.128,test_voices\dirty_construction_5dB.wav,16000,5.0010859643810655,4.9999538264600165,DeepFilterNet3,C:\Users\srish\AppData\Local\DeepFilterNet\DeepFilterNet\Cache\DeepFilterNet3,48000,8718308,results\gtcrn_5dB\DeepFilterNet3-filtered.wav,11.091149968026325,10.949271708300227,1.4943410158157349,22.52663599999505,1.3967408234123915,6.09006400364526,5.94931788184021,0.7081508387346117
pytorch,test_voices\clean.wav,16.128,test_voices\dirty_construction_5dB.wav,16000,5.0010859643810655,4.9999538264600165,GTCRN,C:\Users\srish\Downloads\gtcrn-main\gtcrn-main\checkpoints\model_trained_on_dns3.tar,16000,579819,results\gtcrn_5dB\GTCRN-filtered.wav,14.412550569321088,14.266921219820883,1.6502631902694702,0.7527114999829791,0.04667109994934147,9.411464604940022,9.266967393360867,0.695007262542574
