model,backend,input_file,clean_reference,output_file,duration_seconds,processing_seconds,real_time_factor,model_sample_rate,input_snr_db,output_snr_db,snr_improvement_db,input_si_sdr_db,output_si_sdr_db,si_sdr_improvement_db,stoi,pesq,model_size_bytes
DCCRN,pytorch,test_voices/dirty_construction_0dB.wav,test_voices/clean.wav,results/per_model/DCCRN-filtered.wav,16.125,1.3128952920087613,0.08141986307031078,16000,0.0005503008142113686,-2.7754733562469482,-2.7760236570611596,0.0024869292974472046,12.819694519042969,12.817207589745522,0.7137869912491704,1.4675407409667969,46489036
